structure_id,conf_symbol,mixing_energy_pa,Ti,Al,Nb
ICET-Training-No-00001,Ti,0.0,1.0,0.0,0.0
ICET-Training-No-00002,Al,0.0,0.0,1.0,0.0
ICET-Training-No-00003,Nb,0.0,0.0,0.0,1.0
ICET-Training-No-00006,AlTi,-0.507799225,0.5,0.5,0.0
ICET-Training-No-00007,NbTi,-0.02128712,0.5,0.0,0.5
ICET-Training-No-00010,AlNb,-0.3444552,0.0,0.5,0.5
ICET-Training-No-00016,AlTi,-0.36693168,0.5,0.5,0.0
ICET-Training-No-00017,NbTi,0.01484872,0.5,0.0,0.5
ICET-Training-No-00020,AlNb,-0.08308722,0.0,0.5,0.5
ICET-Training-No-00026,AlTi2,-0.37520537,0.6667,0.3333,0.0
ICET-Training-No-00027,NbTi2,-0.014400863333333333,0.6667,0.0,0.3333
ICET-Training-No-00030,Al2Ti,-0.3404164966666667,0.3333,0.6667,0.0
ICET-Training-No-00031,AlNbTi,-0.26801584,0.3333,0.3333,0.3333
ICET-Training-No-00034,Nb2Ti,-0.010780503333333332,0.3333,0.0,0.6667
ICET-Training-No-00040,Al2Nb,-0.19758084333333334,0.0,0.6667,0.3333
ICET-Training-No-00043,AlNb2,-0.20136404333333333,0.0,0.3333,0.6667
ICET-Training-No-00056,AlTi2,-0.23916505333333335,0.6667,0.3333,0.0
ICET-Training-No-00057,NbTi2,-0.029142123333333336,0.6667,0.0,0.3333
ICET-Training-No-00060,Al2Ti,-0.40038520666666666,0.3333,0.6667,0.0
ICET-Training-No-00061,AlNbTi,-0.1981378,0.3333,0.3333,0.3333
ICET-Training-No-00064,Nb2Ti,-0.025223393333333333,0.3333,0.0,0.6667
ICET-Training-No-00070,Al2Nb,-0.28945341666666663,0.0,0.6667,0.3333
ICET-Training-No-00073,AlNb2,-0.14824666666666667,0.0,0.3333,0.6667
ICET-Training-No-00086,AlTi2,-0.37182696,0.6667,0.3333,0.0
ICET-Training-No-00087,NbTi2,-0.014164156666666665,0.6667,0.0,0.3333
ICET-Training-No-00090,Al2Ti,-0.33801801000000004,0.3333,0.6667,0.0
ICET-Training-No-00091,AlNbTi,-0.26412811666666663,0.3333,0.3333,0.3333
ICET-Training-No-00094,Nb2Ti,0.003573653333333333,0.3333,0.0,0.6667
ICET-Training-No-00100,Al2Nb,-0.19003371,0.0,0.6667,0.3333
ICET-Training-No-00103,AlNb2,-0.20408898333333333,0.0,0.3333,0.6667
ICET-Training-No-00116,AlTi3,-0.2909098925,0.75,0.25,0.0
ICET-Training-No-00117,NbTi3,-0.01057471,0.75,0.0,0.25
ICET-Training-No-00120,Al2Ti2,-0.2773830825,0.5,0.5,0.0
ICET-Training-No-00121,AlNbTi2,-0.2032126625,0.5,0.25,0.25
ICET-Training-No-00124,Nb2Ti2,-0.007152465,0.5,0.0,0.5
ICET-Training-No-00130,AlNbTi2,-0.21712156,0.5,0.25,0.25
ICET-Training-No-00133,Al3Ti,-0.2685880075,0.25,0.75,0.0
ICET-Training-No-00134,Al2NbTi,-0.193183395,0.25,0.5,0.25
ICET-Training-No-00137,Al2NbTi,-0.4238882325,0.25,0.5,0.25
ICET-Training-No-00138,AlNb2Ti,-0.17463583,0.25,0.25,0.5
ICET-Training-No-00151,AlNb2Ti,-0.1578430475,0.25,0.25,0.5
ICET-Training-No-00154,Nb3Ti,-0.0034410975,0.25,0.0,0.75
ICET-Training-No-00176,Al3Nb,-0.2024120775,0.0,0.75,0.25
ICET-Training-No-00179,Al2Nb2,-0.155967845,0.0,0.5,0.5
ICET-Training-No-00187,AlNb3,-0.14546586,0.0,0.25,0.75
ICET-Training-No-00221,AlTi3,-0.236821295,0.75,0.25,0.0
ICET-Training-No-00222,NbTi3,-0.033421345,0.75,0.0,0.25
ICET-Training-No-00225,Al2Ti2,-0.43146781,0.5,0.5,0.0
ICET-Training-No-00226,AlNbTi2,-0.2568810275,0.5,0.25,0.25
ICET-Training-No-00229,Nb2Ti2,-0.0264561125,0.5,0.0,0.5
ICET-Training-No-00235,AlNbTi2,-0.242235895,0.5,0.25,0.25
ICET-Training-No-00238,Al3Ti,-0.3127081825,0.25,0.75,0.0
ICET-Training-No-00239,Al2NbTi,-0.3990007175,0.25,0.5,0.25
ICET-Training-No-00242,Al2NbTi,-0.43449829,0.25,0.5,0.25
ICET-Training-No-00243,AlNb2Ti,-0.1992570075,0.25,0.25,0.5
ICET-Training-No-00256,AlNb2Ti,-0.1708436025,0.25,0.25,0.5
ICET-Training-No-00259,Nb3Ti,-0.010836035,0.25,0.0,0.75
ICET-Training-No-00281,Al3Nb,-0.2825089525,0.0,0.75,0.25
ICET-Training-No-00284,Al2Nb2,-0.33669171,0.0,0.5,0.5
ICET-Training-No-00292,AlNb3,-0.1345173925,0.0,0.25,0.75
ICET-Training-No-00326,AlTi3,-0.2771984075,0.75,0.25,0.0
ICET-Training-No-00327,NbTi3,-0.0118916525,0.75,0.0,0.25
ICET-Training-No-00330,Al2Ti2,-0.2419719675,0.5,0.5,0.0
ICET-Training-No-00331,AlNbTi2,-0.225330215,0.5,0.25,0.25
ICET-Training-No-00334,Nb2Ti2,-0.01698995,0.5,0.0,0.5
ICET-Training-No-00340,AlNbTi2,-0.30301149,0.5,0.25,0.25
ICET-Training-No-00343,Al3Ti,-0.2718230075,0.25,0.75,0.0
ICET-Training-No-00344,Al2NbTi,-0.2463452575,0.25,0.5,0.25
ICET-Training-No-00347,Al2NbTi,-0.2177677175,0.25,0.5,0.25
ICET-Training-No-00348,AlNb2Ti,-0.25781059,0.25,0.25,0.5
ICET-Training-No-00361,AlNb2Ti,-0.171885155,0.25,0.25,0.5
ICET-Training-No-00364,Nb3Ti,0.0083815725,0.25,0.0,0.75
ICET-Training-No-00386,Al3Nb,-0.242423575,0.0,0.75,0.25
ICET-Training-No-00389,Al2Nb2,-0.210253615,0.0,0.5,0.5
ICET-Training-No-00397,AlNb3,-0.18255941,0.0,0.25,0.75
ICET-Training-No-00431,AlTi3,-0.239526855,0.75,0.25,0.0
ICET-Training-No-00432,NbTi3,-0.00949115,0.75,0.0,0.25
ICET-Training-No-00435,Al2Ti2,-0.471246095,0.5,0.5,0.0
ICET-Training-No-00436,AlNbTi2,-0.1901946475,0.5,0.25,0.25
ICET-Training-No-00439,Nb2Ti2,-0.0122361425,0.5,0.0,0.5
ICET-Training-No-00445,AlNbTi2,-0.2874960075,0.5,0.25,0.25
ICET-Training-No-00448,Al3Ti,-0.4932652675,0.25,0.75,0.0
ICET-Training-No-00449,Al2NbTi,-0.4093361375,0.25,0.5,0.25
ICET-Training-No-00452,Al2NbTi,-0.462294805,0.25,0.5,0.25
ICET-Training-No-00453,AlNb2Ti,-0.1985704,0.25,0.25,0.5
ICET-Training-No-00466,AlNb2Ti,-0.2066784025,0.25,0.25,0.5
ICET-Training-No-00469,Nb3Ti,-0.0047496175,0.25,0.0,0.75
ICET-Training-No-00491,Al3Nb,-0.2661253425,0.0,0.75,0.25
ICET-Training-No-00494,Al2Nb2,-0.2968344775,0.0,0.5,0.5
ICET-Training-No-00502,AlNb3,-0.1286461425,0.0,0.25,0.75
ICET-Training-No-00536,AlTi3,-0.242418335,0.75,0.25,0.0
ICET-Training-No-00537,NbTi3,-0.0095601575,0.75,0.0,0.25
ICET-Training-No-00540,Al2Ti2,-0.165138775,0.5,0.5,0.0
ICET-Training-No-00541,AlNbTi2,-0.17713226,0.5,0.25,0.25
ICET-Training-No-00544,Nb2Ti2,-0.013472115,0.5,0.0,0.5
ICET-Training-No-00550,AlNbTi2,-0.301966965,0.5,0.25,0.25
ICET-Training-No-00553,Al3Ti,-0.05763071,0.25,0.75,0.0
ICET-Training-No-00554,Al2NbTi,-0.1454716025,0.25,0.5,0.25
ICET-Training-No-00557,Al2NbTi,-0.224723415,0.25,0.5,0.25
ICET-Training-No-00558,AlNb2Ti,-0.2206458675,0.25,0.25,0.5
ICET-Training-No-00571,AlNb2Ti,-0.06888719,0.25,0.25,0.5
ICET-Training-No-00574,Nb3Ti,0.00467575,0.25,0.0,0.75
ICET-Training-No-00596,Al3Nb,0.0879381775,0.0,0.75,0.25
ICET-Training-No-00599,Al2Nb2,-0.1223485825,0.0,0.5,0.5
ICET-Training-No-00607,AlNb3,-0.1045668325,0.0,0.25,0.75
ICET-Training-No-00641,AlTi3,-0.2334256525,0.75,0.25,0.0
ICET-Training-No-00642,NbTi3,-0.0194656875,0.75,0.0,0.25
ICET-Training-No-00645,AlNbTi2,-0.2269368225,0.5,0.25,0.25
ICET-Training-No-00651,Al3Ti,-0.284883595,0.25,0.75,0.0
ICET-Training-No-00652,Al2NbTi,-0.4368891775,0.25,0.5,0.25
ICET-Training-No-00655,AlNb2Ti,-0.1924753775,0.25,0.25,0.5
ICET-Training-No-00661,Nb3Ti,-0.0061425775,0.25,0.0,0.75
ICET-Training-No-00671,Al3Nb,-0.2274523775,0.0,0.75,0.25
ICET-Training-No-00677,AlNb3,-0.152904845,0.0,0.25,0.75
ICET-Training-No-00696,AlTi3,-0.2407199225,0.75,0.25,0.0
ICET-Training-No-00697,NbTi3,-0.009154665,0.75,0.0,0.25
ICET-Training-No-00700,AlNbTi2,-0.3208280175,0.5,0.25,0.25
ICET-Training-No-00706,Al3Ti,-0.2470033925,0.25,0.75,0.0
ICET-Training-No-00707,Al2NbTi,-0.2274066975,0.25,0.5,0.25
ICET-Training-No-00710,AlNbTi2,-0.3209504375,0.5,0.25,0.25
ICET-Training-No-00711,Al2NbTi,-0.451982165,0.25,0.5,0.25
ICET-Training-No-00712,AlNb2Ti,-0.2734819175,0.25,0.25,0.5
ICET-Training-No-00725,AlNb2Ti,-0.213650675,0.25,0.25,0.5
ICET-Training-No-00726,Nb3Ti,-0.0002691325,0.25,0.0,0.75
ICET-Training-No-00752,Al3Nb,-0.1500373975,0.0,0.75,0.25
ICET-Training-No-00758,AlNb3,-0.18698031,0.0,0.25,0.75
ICET-Training-No-00791,AlTi4,-0.238084446,0.8,0.2,0.0
ICET-Training-No-00792,NbTi4,-0.009099872,0.8,0.0,0.2
ICET-Training-No-00795,Al2Ti3,-0.228253752,0.6,0.4,0.0
ICET-Training-No-00796,AlNbTi3,-0.178228952,0.6,0.2,0.2
ICET-Training-No-00799,Nb2Ti3,-0.006570824,0.6,0.0,0.4
ICET-Training-No-00805,Al2Ti3,-0.42675356200000003,0.6,0.4,0.0
ICET-Training-No-00806,AlNbTi3,-0.18912800000000002,0.6,0.2,0.2
ICET-Training-No-00809,Al3Ti2,-0.24045467999999998,0.4,0.6,0.0
ICET-Training-No-00810,Al2NbTi2,-0.162524306,0.4,0.4,0.2
ICET-Training-No-00813,Al2NbTi2,-0.36070681800000004,0.4,0.4,0.2
ICET-Training-No-00814,AlNb2Ti2,-0.146885408,0.4,0.2,0.4
ICET-Training-No-00825,Nb2Ti3,-0.015809482,0.6,0.0,0.4
ICET-Training-No-00828,AlNb2Ti2,-0.12588992400000001,0.4,0.2,0.4
ICET-Training-No-00831,Nb3Ti2,-0.001635346,0.4,0.0,0.6
ICET-Training-No-00855,Al3Ti2,-0.41001135800000005,0.4,0.6,0.0
ICET-Training-No-00856,Al2NbTi2,-0.359203916,0.4,0.4,0.2
ICET-Training-No-00859,AlNb2Ti2,-0.16354119,0.4,0.2,0.4
ICET-Training-No-00865,Al2NbTi2,-0.1757929,0.4,0.4,0.2
ICET-Training-No-00868,Al4Ti,-0.26397077599999996,0.2,0.8,0.0
ICET-Training-No-00869,Al3NbTi,-0.176950582,0.2,0.6,0.2
ICET-Training-No-00872,Al3NbTi,-0.33470688800000004,0.2,0.6,0.2
ICET-Training-No-00873,Al2Nb2Ti,-0.140623724,0.2,0.4,0.4
ICET-Training-No-00884,AlNb2Ti2,-0.148686138,0.4,0.2,0.4
ICET-Training-No-00887,Al2Nb2Ti,-0.298821628,0.2,0.4,0.4
ICET-Training-No-00890,Al2Nb2Ti,-0.303352648,0.2,0.4,0.4
ICET-Training-No-00891,AlNb3Ti,-0.136828886,0.2,0.2,0.6
ICET-Training-No-00935,Nb3Ti2,-0.009711986,0.4,0.0,0.6
ICET-Training-No-00941,Al2Nb2Ti,-0.129521588,0.2,0.4,0.4
ICET-Training-No-00944,AlNb3Ti,-0.11862598399999999,0.2,0.2,0.6
ICET-Training-No-00957,Nb4Ti,0.00246614,0.2,0.0,0.8
ICET-Training-No-01031,Al4Nb,-0.19683149,0.0,0.8,0.2
ICET-Training-No-01034,Al3Nb2,-0.12236488999999999,0.0,0.6,0.4
ICET-Training-No-01040,Al3Nb2,-0.245529524,0.0,0.6,0.4
ICET-Training-No-01043,Al2Nb3,-0.11658710400000001,0.0,0.4,0.6
ICET-Training-No-01064,Al2Nb3,-0.255674578,0.0,0.4,0.6
ICET-Training-No-01072,AlNb4,-0.11335189400000001,0.0,0.2,0.8
ICET-Training-No-01163,AlTi4,-0.23702445600000002,0.8,0.2,0.0
ICET-Training-No-01164,NbTi4,-0.04850371,0.8,0.0,0.2
ICET-Training-No-01167,Al2Ti3,-0.33008185,0.6,0.4,0.0
ICET-Training-No-01168,AlNbTi3,-0.201752136,0.6,0.2,0.2
ICET-Training-No-01171,Nb2Ti3,-0.027562198,0.6,0.0,0.4
ICET-Training-No-01177,Al2Ti3,-0.37491633,0.6,0.4,0.0
ICET-Training-No-01178,AlNbTi3,-0.207378566,0.6,0.2,0.2
ICET-Training-No-01181,Al3Ti2,-0.39039895599999996,0.4,0.6,0.0
ICET-Training-No-01182,Al2NbTi2,-0.294078018,0.4,0.4,0.2
ICET-Training-No-01185,Al2NbTi2,-0.335502766,0.4,0.4,0.2
ICET-Training-No-01186,AlNb2Ti2,-0.171584332,0.4,0.2,0.4
ICET-Training-No-01197,Nb2Ti3,-0.026195716,0.6,0.0,0.4
ICET-Training-No-01200,AlNb2Ti2,-0.168444508,0.4,0.2,0.4
ICET-Training-No-01203,Nb3Ti2,-0.01774028,0.4,0.0,0.6
ICET-Training-No-01227,Al3Ti2,-0.46219754799999996,0.4,0.6,0.0
ICET-Training-No-01228,Al2NbTi2,-0.391381916,0.4,0.4,0.2
ICET-Training-No-01231,AlNb2Ti2,-0.177777194,0.4,0.2,0.4
ICET-Training-No-01237,Al2NbTi2,-0.345926318,0.4,0.4,0.2
ICET-Training-No-01240,Al4Ti,-0.25700900400000004,0.2,0.8,0.0
ICET-Training-No-01241,Al3NbTi,-0.347697486,0.2,0.6,0.2
ICET-Training-No-01244,Al3NbTi,-0.39401895200000003,0.2,0.6,0.2
ICET-Training-No-01245,Al2Nb2Ti,-0.296761024,0.2,0.4,0.4
ICET-Training-No-01256,AlNb2Ti2,-0.18290144800000002,0.4,0.2,0.4
ICET-Training-No-01259,Al2Nb2Ti,-0.335434874,0.2,0.4,0.4
ICET-Training-No-01262,Al2Nb2Ti,-0.31230059200000004,0.2,0.4,0.4
ICET-Training-No-01263,AlNb3Ti,-0.138935078,0.2,0.2,0.6
ICET-Training-No-01307,Nb3Ti2,-0.02016933,0.4,0.0,0.6
ICET-Training-No-01313,Al2Nb2Ti,-0.250239774,0.2,0.4,0.4
ICET-Training-No-01316,AlNb3Ti,-0.141482226,0.2,0.2,0.6
ICET-Training-No-01329,Nb4Ti,-0.00820634,0.2,0.0,0.8
ICET-Training-No-01403,Al4Nb,-0.239404904,0.0,0.8,0.2
ICET-Training-No-01406,Al3Nb2,-0.315459502,0.0,0.6,0.4
ICET-Training-No-01412,Al3Nb2,-0.3263545,0.0,0.6,0.4
ICET-Training-No-01415,Al2Nb3,-0.24343727799999998,0.0,0.4,0.6
ICET-Training-No-01436,Al2Nb3,-0.24409610599999998,0.0,0.4,0.6
ICET-Training-No-01444,AlNb4,-0.103681756,0.0,0.2,0.8
ICET-Training-No-01535,AlTi4,-0.21198983600000001,0.8,0.2,0.0
ICET-Training-No-01536,NbTi4,-0.00576703,0.8,0.0,0.2
ICET-Training-No-01539,Al2Ti3,-0.19767547000000002,0.6,0.4,0.0
ICET-Training-No-01540,AlNbTi3,-0.192971798,0.6,0.2,0.2
ICET-Training-No-01543,Nb2Ti3,-0.00743902,0.6,0.0,0.4
ICET-Training-No-01549,Al2Ti3,-0.39103128,0.6,0.4,0.0
ICET-Training-No-01550,AlNbTi3,-0.23238045000000002,0.6,0.2,0.2
ICET-Training-No-01553,Al3Ti2,-0.18630554,0.4,0.6,0.0
ICET-Training-No-01554,Al2NbTi2,-0.177098926,0.4,0.4,0.2
ICET-Training-No-01557,Al2NbTi2,-0.27796496,0.4,0.4,0.2
ICET-Training-No-01558,AlNb2Ti2,-0.18895225200000001,0.4,0.2,0.4
ICET-Training-No-01569,Nb2Ti3,0.005348824,0.6,0.0,0.4
ICET-Training-No-01572,AlNb2Ti2,-0.151481162,0.4,0.2,0.4
ICET-Training-No-01575,Nb3Ti2,-0.002918108,0.4,0.0,0.6
ICET-Training-No-01599,Al3Ti2,-0.409690566,0.4,0.6,0.0
ICET-Training-No-01600,Al2NbTi2,-0.34269690599999997,0.4,0.4,0.2
ICET-Training-No-01603,AlNb2Ti2,-0.248938974,0.4,0.2,0.4
ICET-Training-No-01609,Al2NbTi2,-0.25667315,0.4,0.4,0.2
ICET-Training-No-01612,Al4Ti,-0.150650978,0.2,0.8,0.0
ICET-Training-No-01613,Al3NbTi,-0.10421012,0.2,0.6,0.2
ICET-Training-No-01616,Al3NbTi,-0.335293368,0.2,0.6,0.2
ICET-Training-No-01617,Al2Nb2Ti,-0.21691721199999997,0.2,0.4,0.4
ICET-Training-No-01628,AlNb2Ti2,-0.174448948,0.4,0.2,0.4
ICET-Training-No-01631,Al2Nb2Ti,-0.28723403599999997,0.2,0.4,0.4
ICET-Training-No-01634,Al2Nb2Ti,-0.31364992599999997,0.2,0.4,0.4
ICET-Training-No-01635,AlNb3Ti,-0.19521286799999998,0.2,0.2,0.6
ICET-Training-No-01679,Nb3Ti2,0.015169947999999999,0.4,0.0,0.6
ICET-Training-No-01685,Al2Nb2Ti,-0.126046242,0.2,0.4,0.4
ICET-Training-No-01688,AlNb3Ti,-0.14293514400000001,0.2,0.2,0.6
ICET-Training-No-01701,Nb4Ti,0.010041608,0.2,0.0,0.8
ICET-Training-No-01775,Al4Nb,-0.042826926,0.0,0.8,0.2
ICET-Training-No-01778,Al3Nb2,-0.296842586,0.0,0.6,0.4
ICET-Training-No-01784,Al3Nb2,-0.242771422,0.0,0.6,0.4
ICET-Training-No-01787,Al2Nb3,-0.153576508,0.0,0.4,0.6
ICET-Training-No-01808,Al2Nb3,-0.227256486,0.0,0.4,0.6
ICET-Training-No-01816,AlNb4,-0.15550296800000002,0.0,0.2,0.8
ICET-Training-No-01907,AlTi4,-0.19824133,0.8,0.2,0.0
ICET-Training-No-01908,NbTi4,-0.014693755999999999,0.8,0.0,0.2
ICET-Training-No-01911,Al2Ti3,-0.355649946,0.6,0.4,0.0
ICET-Training-No-01912,AlNbTi3,-0.240914856,0.6,0.2,0.2
ICET-Training-No-01915,Nb2Ti3,-0.02192578,0.6,0.0,0.4
ICET-Training-No-01921,Al3Ti2,-0.41424150400000004,0.4,0.6,0.0
ICET-Training-No-01922,Al2NbTi2,-0.301357242,0.4,0.4,0.2
ICET-Training-No-01925,Al2NbTi2,-0.362337456,0.4,0.4,0.2
ICET-Training-No-01926,AlNb2Ti2,-0.18391706000000002,0.4,0.2,0.4
ICET-Training-No-01937,AlNb2Ti2,-0.188715586,0.4,0.2,0.4
ICET-Training-No-01940,Nb3Ti2,-0.016153396,0.4,0.0,0.6
ICET-Training-No-01961,Al4Ti,-0.27461787800000004,0.2,0.8,0.0
ICET-Training-No-01962,Al3NbTi,-0.396919178,0.2,0.6,0.2
ICET-Training-No-01965,Al2Nb2Ti,-0.320297948,0.2,0.4,0.4
ICET-Training-No-01974,Al2Nb2Ti,-0.325304812,0.2,0.4,0.4
ICET-Training-No-01975,AlNb3Ti,-0.129332294,0.2,0.2,0.6
ICET-Training-No-02007,Nb4Ti,-0.0024971819999999997,0.2,0.0,0.8
ICET-Training-No-02031,Al4Nb,-0.305675382,0.0,0.8,0.2
ICET-Training-No-02034,Al3Nb2,-0.34798071799999997,0.0,0.6,0.4
ICET-Training-No-02040,Al2Nb3,-0.27216857,0.0,0.4,0.6
ICET-Training-No-02058,AlNb4,-0.06862613199999999,0.0,0.2,0.8
ICET-Training-No-02103,AlTi4,-0.187466374,0.8,0.2,0.0
ICET-Training-No-02104,NbTi4,-0.011524969999999999,0.8,0.0,0.2
ICET-Training-No-02107,Al2Ti3,-0.396015126,0.6,0.4,0.0
ICET-Training-No-02108,AlNbTi3,-0.202303208,0.6,0.2,0.2
ICET-Training-No-02111,Nb2Ti3,-0.016862808,0.6,0.0,0.4
ICET-Training-No-02117,Al2Ti3,-0.24229261000000002,0.6,0.4,0.0
ICET-Training-No-02118,AlNbTi3,-0.14804882,0.6,0.2,0.2
ICET-Training-No-02121,Al3Ti2,-0.339697348,0.4,0.6,0.0
ICET-Training-No-02122,Al2NbTi2,-0.340351154,0.4,0.4,0.2
ICET-Training-No-02125,Al2NbTi2,-0.273064354,0.4,0.4,0.2
ICET-Training-No-02126,AlNb2Ti2,-0.126731504,0.4,0.2,0.4
ICET-Training-No-02137,Nb2Ti3,-0.017249642000000003,0.6,0.0,0.4
ICET-Training-No-02140,AlNb2Ti2,-0.18865874600000002,0.4,0.2,0.4
ICET-Training-No-02143,Nb3Ti2,-0.008497722000000001,0.4,0.0,0.6
ICET-Training-No-02167,Al3Ti2,-0.229870202,0.4,0.6,0.0
ICET-Training-No-02168,Al2NbTi2,-0.20064675599999998,0.4,0.4,0.2
ICET-Training-No-02171,AlNb2Ti2,-0.104201248,0.4,0.2,0.4
ICET-Training-No-02177,Al2NbTi2,-0.320132176,0.4,0.4,0.2
ICET-Training-No-02180,Al4Ti,-0.164631154,0.2,0.8,0.0
ICET-Training-No-02181,Al3NbTi,-0.257971272,0.2,0.6,0.2
ICET-Training-No-02184,Al3NbTi,-0.19680082999999998,0.2,0.6,0.2
ICET-Training-No-02185,Al2Nb2Ti,-0.25855766,0.2,0.4,0.4
ICET-Training-No-02196,AlNb2Ti2,-0.15402173400000002,0.4,0.2,0.4
ICET-Training-No-02199,Al2Nb2Ti,-0.219624758,0.2,0.4,0.4
ICET-Training-No-02202,Al2Nb2Ti,-0.14435727,0.2,0.4,0.4
ICET-Training-No-02203,AlNb3Ti,-0.08440715,0.2,0.2,0.6
ICET-Training-No-02247,Nb3Ti2,-0.017650606,0.4,0.0,0.6
ICET-Training-No-02253,Al2Nb2Ti,-0.28805836399999996,0.2,0.4,0.4
ICET-Training-No-02256,AlNb3Ti,-0.126299264,0.2,0.2,0.6
ICET-Training-No-02269,Nb4Ti,6.0698e-05,0.2,0.0,0.8
ICET-Training-No-02343,Al4Nb,-0.08439745600000001,0.0,0.8,0.2
ICET-Training-No-02346,Al3Nb2,-0.19792201599999998,0.0,0.6,0.4
ICET-Training-No-02352,Al3Nb2,-0.17452847,0.0,0.6,0.4
ICET-Training-No-02355,Al2Nb3,-0.204530174,0.0,0.4,0.6
ICET-Training-No-02376,Al2Nb3,-0.154073064,0.0,0.4,0.6
ICET-Training-No-02384,AlNb4,-0.067310678,0.0,0.2,0.8
ICET-Training-No-02475,Al5Ti,-0.21994737333333347,0.1667,0.8333,0.0
ICET-Training-No-02476,Al5Nb,-0.15824354333333326,0.0,0.8333,0.1667
ICET-Training-No-02479,Al4Ti2,-0.23803878499999995,0.3333,0.6667,0.0
ICET-Training-No-02480,Al4NbTi,-0.184267313333334,0.1667,0.6667,0.1667
ICET-Training-No-02483,Al4Nb2,-0.13873009833333447,0.0,0.6667,0.3333
ICET-Training-No-02489,Al4Ti2,-0.3525998249999998,0.3333,0.6667,0.0
ICET-Training-No-02490,Al4NbTi,-0.2958491316666674,0.1667,0.6667,0.1667
ICET-Training-No-02493,Al3Ti3,-0.20373315999999994,0.5,0.5,0.0
ICET-Training-No-02494,Al3NbTi2,-0.15385392166666753,0.3333,0.5,0.1667
ICET-Training-No-02497,Al3NbTi2,-0.15410054000000054,0.3333,0.5,0.1667
ICET-Training-No-02498,Al3Nb2Ti,-0.11681440999999992,0.1667,0.5,0.3333
ICET-Training-No-02583,Al2Nb2Ti2,-0.14479594666666648,0.3333,0.3333,0.3333
ICET-Training-No-02584,Al2Nb3Ti,-0.11865277333333424,0.1667,0.3333,0.5
ICET-Training-No-02660,Al2Nb4,-0.09610990500000109,0.0,0.3333,0.6667
ICET-Training-No-02764,Al3Nb2Ti,-0.3973327583333332,0.1667,0.5,0.3333
ICET-Training-No-02810,AlNbTi4,-0.16825105500000012,0.6667,0.1667,0.1667
ICET-Training-No-02829,AlNb2Ti3,-0.14735257833333293,0.5,0.1667,0.3333
ICET-Training-No-02899,AlNb2Ti3,-0.14249434333333375,0.5,0.1667,0.3333
ICET-Training-No-02900,AlNb3Ti2,-0.120124524999999,0.3333,0.1667,0.5
ICET-Training-No-02914,AlNb3Ti2,-0.12280968999999924,0.3333,0.1667,0.5
ICET-Training-No-02917,AlNb3Ti2,-0.1351179716666664,0.3333,0.1667,0.5
ICET-Training-No-02918,AlNb4Ti,-0.11163022500000015,0.1667,0.1667,0.6667
ICET-Training-No-03124,Al2Nb4,-0.19820968666666752,0.0,0.3333,0.6667
ICET-Training-No-03148,AlNb2Ti3,-0.10496981166666686,0.5,0.1667,0.3333
ICET-Training-No-03151,AlNb3Ti2,-0.10032852666666632,0.3333,0.1667,0.5
ICET-Training-No-03162,AlNb3Ti2,-0.10558018166666609,0.3333,0.1667,0.5
ICET-Training-No-03165,AlNb4Ti,-0.09824606999999948,0.1667,0.1667,0.6667
ICET-Training-No-03209,AlNb4Ti,-0.0967209466666669,0.1667,0.1667,0.6667
ICET-Training-No-03222,AlNb5,-0.08835410999999975,0.0,0.1667,0.8333
ICET-Training-No-03531,NbTi5,-0.005487338333332777,0.8333,0.0,0.1667
ICET-Training-No-03534,Nb2Ti4,-0.003780050000000775,0.6667,0.0,0.3333
ICET-Training-No-03540,Nb2Ti4,-0.011861163333333499,0.6667,0.0,0.3333
ICET-Training-No-03543,Nb3Ti3,-0.0016156083333325928,0.5,0.0,0.5
ICET-Training-No-03566,Nb3Ti3,-0.010831553333332522,0.5,0.0,0.5
ICET-Training-No-03577,Nb4Ti2,0.00041712166666603895,0.3333,0.0,0.6667
ICET-Training-No-03641,Nb4Ti2,-0.008038455000000036,0.3333,0.0,0.6667
ICET-Training-No-03669,Nb5Ti,0.0028133033333332946,0.1667,0.0,0.8333
ICET-Training-No-03936,Al5Nb,-0.17195403166666642,0.0,0.8333,0.1667
ICET-Training-No-03954,Al3NbTi2,-0.288101038333334,0.3333,0.5,0.1667
ICET-Training-No-03972,Al3Nb2Ti,-0.23010800000000012,0.1667,0.5,0.3333
ICET-Training-No-03975,Al3Nb3,-0.23425245833333364,0.0,0.5,0.5
ICET-Training-No-03999,Al4NbTi,-0.33557641833333324,0.1667,0.6667,0.1667
ICET-Training-No-04002,Al3Ti3,-0.42036901333333293,0.5,0.5,0.0
ICET-Training-No-04006,Al3NbTi2,-0.3879656183333336,0.3333,0.5,0.1667
ICET-Training-No-04021,Al2Ti4,-0.344929033333333,0.6667,0.3333,0.0
ICET-Training-No-04022,Al2NbTi3,-0.2949599883333344,0.5,0.3333,0.1667
ICET-Training-No-04025,Al2NbTi3,-0.3017517966666669,0.5,0.3333,0.1667
ICET-Training-No-04043,Al2Nb2Ti2,-0.2771665900000002,0.3333,0.3333,0.3333
ICET-Training-No-04044,Al2Nb3Ti,-0.23517757333333358,0.1667,0.3333,0.5
ICET-Training-No-04090,Al3Nb2Ti,-0.3237239866666665,0.1667,0.5,0.3333
ICET-Training-No-04093,Al3Nb3,-0.2946866583333332,0.0,0.5,0.5
